id,gender,masterCategory,categorical,articleType,baseColour,season,year,usage,productDisplayName,filename,link
6822,Men,Footwear,Sandal,Sandals,Brown,Fall,2012.0,Casual,Timberland Men Ndal Brown Floater,fashion-product-images-dataset/fashion-dataset/images/6822.jpg,http://assets.myntassets.com/v1/images/style/properties/252ef9cec4decb474b97f74f7ce0b375_images.jpg
34874,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Envirosax Women Blue Bag,fashion-product-images-dataset/fashion-dataset/images/34874.jpg,http://assets.myntassets.com/v1/images/style/properties/a8f9aba77bb585f58371236c6564b889_images.jpg
32550,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Playboy Men Pack of 3 Deos,fashion-product-images-dataset/fashion-dataset/images/32550.jpg,http://assets.myntassets.com/assets/images/32550/2016/9/30/11475239145863-Playboy-Men-Pack-of-3-Deos-5621475239145821-1.jpg
43546,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Woodland Men Black Sandals,fashion-product-images-dataset/fashion-dataset/images/43546.jpg,http://assets.myntassets.com/v1/images/style/properties/92377c09ca640b35c62122ae344eb2b0_images.jpg
54669,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Women Silver-Toned Dial Watch NE6027SL01,fashion-product-images-dataset/fashion-dataset/images/54669.jpg,http://assets.myntassets.com/v1/image/style/properties/54669/Fastrack-Women-Silver-Toned-Dial-Watch-NE6027SL01_1_79441d2e969527714202804b3445a253.jpg
48748,Women,Accessories,Jewellery,Bangle,Silver,Summer,2013.0,Casual,Lucera Women Silver Bangle,fashion-product-images-dataset/fashion-dataset/images/48748.jpg,http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Bangle_0867bb29ff0a33b86efd28a7b811fdd7_images.jpg
38003,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Watch,fashion-product-images-dataset/fashion-dataset/images/38003.jpg,http://assets.myntassets.com/v1/images/style/properties/22abe8a69a251d4e2c2a3b4093178e4c_images.jpg
55830,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2017.0,Casual,SDL by Sweet Dreams Women & Grey Pink Nightdress,fashion-product-images-dataset/fashion-dataset/images/55830.jpg,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Pink-Nightdress_7d8adfc7c5eaba30ba004810b42231d0_images.jpg
58982,Women,Personal Care,Fragrance,Deodorant,Red,Spring,2017.0,Casual,Colour me Women Red Deo,fashion-product-images-dataset/fashion-dataset/images/58982.jpg,http://assets.myntassets.com/v1/images/style/properties/Colour-me-Women-Red-Deo_284d5399b2a09582360b6316593065fc_images.jpg
26209,Women,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017.0,Casual,Perry Ellis Women Reserve Perfume,fashion-product-images-dataset/fashion-dataset/images/26209.jpg,http://assets.myntassets.com/v1/images/style/properties/7f1054c4d4134e53ce6068d4a47d920f_images.jpg
55018,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,,Lakme 3 in 1 Orchid  Aqua Shine Lip Color,fashion-product-images-dataset/fashion-dataset/images/55018.jpg,http://assets.myntassets.com/v1/images/style/properties/Lakme-3-in-1-Orchid-Aqua-Shine-Lip-Color_90db237a23bf91fa143404d9f3c07d18_images.jpg
36454,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013.0,Sports,Spinn Men Techno White Sports Shoes,fashion-product-images-dataset/fashion-dataset/images/36454.jpg,http://assets.myntassets.com/v1/images/style/properties/11fb7d12c17bbcae654ba1c408582d08_images.jpg
38788,Men,Footwear,Sandal,Sandals,Olive,Summer,2016.0,Casual,Woodland Men Olive Sandals,fashion-product-images-dataset/fashion-dataset/images/38788.jpg,http://assets.myntassets.com/v1/images/style/properties/6b3d16b068e98c5ddb73fad9a2136337_images.jpg
59746,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Summer,2014.0,Casual,Avirate White Babydoll Nightdress,fashion-product-images-dataset/fashion-dataset/images/59746.jpg,http://assets.myntassets.com/v1/images/style/properties/Avirate-White-Babydoll-Nightdress_aaa4cd5e35aa7422b8101aab7c452c34_images.jpg
17795,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,2011.0,Casual,Puma Men Jive Navy Blue Slippers,fashion-product-images-dataset/fashion-dataset/images/17795.jpg,http://assets.myntassets.com/v1/images/style/properties/beff7691ff42e7677fd00317f83c1b9e_images.jpg
34960,Women,Apparel,Saree,Sarees,Beige,Summer,2012.0,Ethnic,Fabindia Women H& Printed Beige Sari,fashion-product-images-dataset/fashion-dataset/images/34960.jpg,http://assets.myntassets.com/v1/images/style/properties/c6df077c6bf65bb8613c4f444cdf7c97_images.jpg
24785,Women,Accessories,Belts,Belts,White,Winter,2015.0,Casual,Lino Perros Women Ladies Belts White White Belts,fashion-product-images-dataset/fashion-dataset/images/24785.jpg,http://assets.myntassets.com/v1/images/style/properties/987a4e1d391caf3b6864f7b9e8fc9e92_images.jpg
17869,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Levis Men Boxer Grey Brief,fashion-product-images-dataset/fashion-dataset/images/17869.jpg,http://assets.myntassets.com/v1/images/style/properties/d136c488308bc5aec19e1e57f1bfe573_images.jpg
1613,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,Reebok Men White Polo Tshirt,fashion-product-images-dataset/fashion-dataset/images/1613.jpg,http://assets.myntassets.com/v1/images/style/properties/e5b3cbfe4a3e687859fc9d7b2e222dcb_images.jpg
24343,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men White Printed T-shirt,fashion-product-images-dataset/fashion-dataset/images/24343.jpg,http://assets.myntassets.com/v1/images/style/properties/fc3da902b6a4154d988e96eb94593e40_images.jpg
41525,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Basics Men Set of 3 Socks,fashion-product-images-dataset/fashion-dataset/images/41525.jpg,http://assets.myntassets.com/v1/images/style/properties/2bb17af3e8bfb764754aa05e490bc70b_images.jpg
9460,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men Stripes White Blend White Shirts,fashion-product-images-dataset/fashion-dataset/images/9460.jpg,http://assets.myntassets.com/v1/images/style/properties/9df9158a3198ec67ec5d7f24095d9b1d_images.jpg
4931,Women,Apparel,Dress,Dresses,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Blue White Kidswear,fashion-product-images-dataset/fashion-dataset/images/4931.jpg,http://assets.myntassets.com/v1/images/style/properties/e767cca93b18cf7ae9b34b69fa050226_images.jpg
5838,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Men's Graphic White T-shirt,fashion-product-images-dataset/fashion-dataset/images/5838.jpg,http://assets.myntassets.com/v1/images/style/properties/771b4bf5f457d4311319771315cbafb6_images.jpg
57430,Women,Apparel,Topwear,Tshirts,Green,Summer,2015.0,Casual,Angry Birds Women Green T-shirt,fashion-product-images-dataset/fashion-dataset/images/57430.jpg,http://assets.myntassets.com/v1/images/style/properties/Angry-Birds-Women-Green-T-shirt_0b3b2f42b3e9693938a948bce76eb255_images.jpg
2490,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Puma Women Commander White Blue Shoe,fashion-product-images-dataset/fashion-dataset/images/2490.jpg,http://assets.myntassets.com/v1/images/style/properties/da888359baa48b05a132a82afeeeb4c7_images.jpg
26003,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Paris Hilton Casual Men Perfumes,fashion-product-images-dataset/fashion-dataset/images/26003.jpg,http://assets.myntassets.com/v1/images/style/properties/765aff6b70e6abc8be226ecb27ca42ef_images.jpg
57974,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,Prafful Multi Coloured Sari,fashion-product-images-dataset/fashion-dataset/images/57974.jpg,http://assets.myntassets.com/v1/images/style/properties/Prafful-Multi-Coloured-Sari_0ac887b63424b67d4a3bcd5e65b19720_images.jpg
39559,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Hidekraft Men Brown Wallet,fashion-product-images-dataset/fashion-dataset/images/39559.jpg,http://assets.myntassets.com/v1/images/style/properties/c6b241738ef28e09cb7f75b0a235d26f_images.jpg
46165,Women,Accessories,Jewellery,Necklace and Chains,Multi,Summer,2012.0,Casual,Adrika Women Multi Coloured Necklace,fashion-product-images-dataset/fashion-dataset/images/46165.jpg,http://assets.myntassets.com/v1/images/style/properties/9a5960d1056a7fd5de9e9c019ec11b97_images.jpg
8507,Unisex,Accessories,Socks,Socks,Black,Summer,2011.0,Sports,Nike Unisex  Black Socks,fashion-product-images-dataset/fashion-dataset/images/8507.jpg,http://assets.myntassets.com/v1/images/style/properties/23c0e465cc4a03bb77a256af8efbe901_images.jpg
55990,Women,Personal Care,Lips,Lipstick,Maroon,Summer,2019.0,Casual,Colorbar Velvet Matte Rum Raisin Lipstick 41M,fashion-product-images-dataset/fashion-dataset/images/55990.jpg,http://assets.myntassets.com/v1/images/style/properties/Colorbar-Velvet-Matte-Rum-Raisin-Lipstick-41M_c74adc1684bf3fab8474faf81ad990e3_images.jpg
52423,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Summer,2017.0,Casual,Red Rose Women Blue Nightdress,fashion-product-images-dataset/fashion-dataset/images/52423.jpg,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Women-Blue-Nightdress_e85dda0843e7f252a07846b40719b63e_images.jpg
45687,Men,Personal Care,Fragrance,Perfume and Body Mist,,Spring,2017.0,,,fashion-product-images-dataset/fashion-dataset/images/45687.jpg,http://assets.myntassets.com/assets/images/45687/2018/2/16/11518755364379-NA-7651518755364340-1.jpg
29129,Women,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Vogue Women Green Sunglasses,fashion-product-images-dataset/fashion-dataset/images/29129.jpg,http://assets.myntassets.com/v1/images/style/properties/7cb56f12932ed8cd3017635936b9faae_images.jpg
5956,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Highlander Men Blue Check Shirt,fashion-product-images-dataset/fashion-dataset/images/5956.jpg,http://assets.myntassets.com/v1/images/style/properties/5a4cfa2be5beb811a46069ec3cfecc72_images.jpg
52420,Women,Apparel,Loungewear and Nightwear,Nightdress,Cream,Winter,2015.0,Casual,Red Rose Women Cream & Blue Nightdress,fashion-product-images-dataset/fashion-dataset/images/52420.jpg,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Women-Off-White-Nightdress_7957569585ff27792fb65adec1dae7fa_images.jpg
22958,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Reebok Men White Acciomax Sports Shoes,fashion-product-images-dataset/fashion-dataset/images/22958.jpg,http://assets.myntassets.com/v1/images/style/properties/dac3290ff5092903b72d3043e293a9f6_images.jpg
8215,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Lunarglide +2 Black Orange Shoe,fashion-product-images-dataset/fashion-dataset/images/8215.jpg,http://assets.myntassets.com/v1/images/style/properties/4f04caea8e9056499b866fba1bef20f1_images.jpg
12446,Men,Accessories,Wallets,Wallets,Black,Fall,2011.0,Casual,Timberland Men Casual Black Wallets,fashion-product-images-dataset/fashion-dataset/images/12446.jpg,http://assets.myntassets.com/v1/images/style/properties/54ac002e6c720ef7d49e4f18d4d02c99_images.jpg
54886,Women,Accessories,Jewellery,Necklace and Chains,Blue,Fall,2012.0,Casual,Ivory Tag Women Intermeshed Turquoise Blue Necklace,fashion-product-images-dataset/fashion-dataset/images/54886.jpg,http://assets.myntassets.com/v1/images/style/properties/Ivory-Tag-Women-Intermeshed-Turquoise-Blue-Necklace_94c5fdfa8dcd4cbed8fcd6ecc60bd2ce_images.jpg
30661,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Park Avenue Men Black Sunglasses,fashion-product-images-dataset/fashion-dataset/images/30661.jpg,http://assets.myntassets.com/v1/images/style/properties/cbd13ec681d0898d4a6e43402c05f2b9_images.jpg
42833,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,French Connection Women Black Croc Handbag,fashion-product-images-dataset/fashion-dataset/images/42833.jpg,http://assets.myntassets.com/v1/images/style/properties/7ff2cfa64361d068988c2fcc964a33b4_images.jpg
36889,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Fossil Men Brown Hanover Belt,fashion-product-images-dataset/fashion-dataset/images/36889.jpg,http://assets.myntassets.com/v1/images/style/properties/ff19a090f8b20ec27f8b96f6d582ff64_images.jpg
46925,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,York Men Prestige Perfume,fashion-product-images-dataset/fashion-dataset/images/46925.jpg,http://assets.myntassets.com/v1/images/style/properties/9da17ec7d05eead7ae8aa778591d41a4_images.jpg
27472,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Jockey Essence Black Bra 2001,fashion-product-images-dataset/fashion-dataset/images/27472.jpg,http://assets.myntassets.com/v1/images/style/properties/8396aec5e13bd14f354a509b2958d836_images.jpg
20910,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans,fashion-product-images-dataset/fashion-dataset/images/20910.jpg,http://assets.myntassets.com/v1/images/style/properties/e5838d27b62772a476c3f23868d709e6_images.jpg
18345,Men,Accessories,Socks,Socks,White,Fall,2011.0,Casual,Fila Men Ankel White Socks,fashion-product-images-dataset/fashion-dataset/images/18345.jpg,http://assets.myntassets.com/v1/images/style/properties/Fila-Men-Ankel-White-Socks08d32ff962b29c0c6545a7eba2180379_images.jpg
41874,Men,Footwear,Sandal,Sandals,Navy Blue,Fall,2014.0,Casual,Estd. 1977 Men Navy Blue & Brown Sandals,fashion-product-images-dataset/fashion-dataset/images/41874.jpg,http://assets.myntassets.com/v1/images/style/properties/130dfe9666edacd46c8b7fae1b64380e_images.jpg
7375,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012.0,Casual,Red Tape Men's Casual Brown Flip Flop,fashion-product-images-dataset/fashion-dataset/images/7375.jpg,http://assets.myntassets.com/v1/images/style/properties/1617d37a7d71d01fd4ab549d9bed270c_images.jpg
59651,Women,Apparel,Saree,Sarees,Cream,Fall,2012.0,Ethnic,FNF Cream & Pink Evening Wear Sari,fashion-product-images-dataset/fashion-dataset/images/59651.jpg,http://assets.myntassets.com/v1/images/style/properties/FNF-Cream---Pink-Sari_7da3898760e8315b36c583298cd238bf_images.jpg
17817,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Lee Cooper Men  Black Sandal,fashion-product-images-dataset/fashion-dataset/images/17817.jpg,http://assets.myntassets.com/v1/images/style/properties/dc52b46deeb447a96351050271e1968d_images.jpg
56482,Women,Personal Care,Nails,Nail Polish,White,Spring,2017.0,,Streetwear Breathless Nail Polish # 2,fashion-product-images-dataset/fashion-dataset/images/56482.jpg,http://assets.myntassets.com/v1/images/style/properties/Streetwear-Breathless-Nail-Polish--2_d3a8d3cf913e699a11c065e0732ec615_images.jpg
29472,Men,Accessories,Watches,Watches,Off White,Winter,2016.0,Casual,GIORDANO Men Off-White Dial Watch 1575-06,fashion-product-images-dataset/fashion-dataset/images/29472.jpg,http://assets.myntassets.com/assets/images/29472/2016/1/19/11453195410936-GIORDANO-Men-Off-White-Dial-Watch-1575-06-6771453195410622-1.jpg
28385,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Men Brown Sunglasses,fashion-product-images-dataset/fashion-dataset/images/28385.jpg,http://assets.myntassets.com/v1/images/style/properties/IDEE-Men-Brown-Sunglasses8d16d0fa5f05e0e5447828d13cc797aa_images.jpg
48609,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings,fashion-product-images-dataset/fashion-dataset/images/48609.jpg,http://assets.myntassets.com/v1/images/style/properties/40b9d5a2fab11c676c88fdc2c71302a1_images.jpg
59122,Men,Apparel,Topwear,Jackets,Grey,Summer,2012.0,Casual,Just Natural Men Grey Jacket,fashion-product-images-dataset/fashion-dataset/images/59122.jpg,http://assets.myntassets.com/v1/images/style/properties/Just-Natural-Men-Charcoal-Jacket_9bf400ba25d3df00f1fb3708a21ec04b_images.jpg
54408,Women,Accessories,Bags,Handbags,Pink,Fall,2012.0,Casual,Baggit Women Pink Sling Bag,fashion-product-images-dataset/fashion-dataset/images/54408.jpg,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Pink-Bag_ab6c893f356625ebaabbbb6cfcd2f101_images.jpg
45687,Men,Personal Care,Fragrance,Perfume and Body Mist,,Spring,2017.0,,,fashion-product-images-dataset/fashion-dataset/images/45687.jpg,http://assets.myntassets.com/assets/images/45687/2018/2/16/11518755364379-NA-7651518755364340-1.jpg
27422,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Red,Winter,2015.0,Casual,Jockey Women Red Relaxed Lounge Pants,fashion-product-images-dataset/fashion-dataset/images/27422.jpg,http://assets.myntassets.com/assets/images/27422/2015/11/23/11448283191070-Jockey-Women-Red-Relaxed-Lounge-Pants-2011448283190675-1.jpg
53013,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,fashion-product-images-dataset/fashion-dataset/images/53013.jpg,http://assets.myntassets.com/v1/images/style/properties/FNF-Multi-Coloured-Sari_b16d2bccecc33a0071f027b57cd4f92d_images.jpg
56010,Women,Personal Care,Lips,Lipstick,Red,Summer,2019.0,Casual,Colorbar Velvet Matte Hot Hot Hot Red Lipstick 01R,fashion-product-images-dataset/fashion-dataset/images/56010.jpg,http://assets.myntassets.com/assets/images/56010/2019/1/11/9b94f9ef-9572-40bb-9466-006d271e56381547190558879-Colorbar-Velvet-Matte-Hot-Hot-Hot-Red-Lipstick-01R-202154719-1.jpg
21524,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Kiara Women Women Handbag,fashion-product-images-dataset/fashion-dataset/images/21524.jpg,http://assets.myntassets.com/v1/images/style/properties/9ff063ede3b39e264133d6aa95571d6c_images.jpg
20603,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Baggit Women Selection Mayur Black Sling Bag,fashion-product-images-dataset/fashion-dataset/images/20603.jpg,http://assets.myntassets.com/v1/images/style/properties/9598b35f6e2de51542d2c2ef9110f86b_images.jpg
14640,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Probase Men Authentic Check White Shirts,fashion-product-images-dataset/fashion-dataset/images/14640.jpg,http://assets.myntassets.com/v1/images/style/properties/8e2ef74ceaf200e71de2377795632e93_images.jpg
55800,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Summer,2017.0,Casual,SDL by Sweet Dreams Women Green Nightdress,fashion-product-images-dataset/fashion-dataset/images/55800.jpg,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Green-Nightdress_c09242cf94db737db6ac1382b4d90d72_images.jpg
55039,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Lakme Absolute Matte Merlot Lipstick 45,fashion-product-images-dataset/fashion-dataset/images/55039.jpg,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Matte-Merlot-Lipstick-45_bc13569d8288f127c70c917c9c75bb24_images.jpg
45865,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,Numero Uno Men Olive Shoes,fashion-product-images-dataset/fashion-dataset/images/45865.jpg,http://assets.myntassets.com/v1/images/style/properties/53fbb90e65697590a117fec4f531ada6_images.jpg
28218,Women,Personal Care,Fragrance,Deodorant,Red,Spring,2017.0,Casual,YARDLEY Women Red Roses Deo,fashion-product-images-dataset/fashion-dataset/images/28218.jpg,http://assets.myntassets.com/v1/images/style/properties/Yardley-London-Women-Red-Roses-Deo_c671a29dbec830063e437827a4afe5b1_images.jpg
24706,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,Puma Unisex Blue Flip Flops,fashion-product-images-dataset/fashion-dataset/images/24706.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Unisex-Blue-Flip-Flops_c5ac368ae065638ecb53131c9dd439ff_images.jpg
13347,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Washed Blue Jeans,fashion-product-images-dataset/fashion-dataset/images/13347.jpg,http://assets.myntassets.com/v1/images/style/properties/d762529f93a848ddb0c266a0b41a0ecc_images.jpg
12688,Unisex,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Fila Unisex Opera Black Slippers,fashion-product-images-dataset/fashion-dataset/images/12688.jpg,http://assets.myntassets.com/v1/images/style/properties/c08a134fb11ba39ff30b4e835266bf29_images.jpg
51168,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Raymond Men Grey Socks,fashion-product-images-dataset/fashion-dataset/images/51168.jpg,http://assets.myntassets.com/v1/images/style/properties/874445886949865072d64a74b37a1eae_images.jpg
24781,Women,Accessories,Belts,Belts,White,Winter,2015.0,Casual,Lino Perros Women Ladies Belts White White Belts,fashion-product-images-dataset/fashion-dataset/images/24781.jpg,http://assets.myntassets.com/v1/images/style/properties/d651dc1828ce2fea86281358fefefbdd_images.jpg
2994,Men,Footwear,Sandal,Sandals,Black,Fall,2010.0,Casual,Carlton London Men Black Sandal,fashion-product-images-dataset/fashion-dataset/images/2994.jpg,http://assets.myntassets.com/v1/images/style/properties/b173e80bd212a912a70210ca0b6b1dcb_images.jpg
4832,Men,Apparel,Bottomwear,Track Pants,Yellow,Summer,2011.0,Sports,ADIDAS Men's Shale Yellow Track Pant,fashion-product-images-dataset/fashion-dataset/images/4832.jpg,http://assets.myntassets.com/v1/images/style/properties/fa439351cb20ddc905be6aa1fc587f2f_images.jpg
18161,Men,Footwear,Sandal,Sandals,Green,Fall,2011.0,Casual,Vans Men Thresher Green Slipper,fashion-product-images-dataset/fashion-dataset/images/18161.jpg,http://assets.myntassets.com/v1/images/style/properties/f3b745815625bf6bba4c2d6e8022ef2e_images.jpg
51334,Men,Apparel,Bottomwear,Rain Trousers,Navy Blue,Summer,2012.0,,Wildcraft Men Navy Blue Rain Trousers,fashion-product-images-dataset/fashion-dataset/images/51334.jpg,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Men-Navy-Blue-Rain-Trousers_9f6c52a3cd0ae4a90c3969571bc7803b_images.jpg
55576,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Revlon Photo Ready Fair / Light Compact 01,fashion-product-images-dataset/fashion-dataset/images/55576.jpg,http://assets.myntassets.com/v1/images/style/properties/Revlon-Photo-Ready-Fair--Light-Compact-01_97aa3257bae7f4a71696a82c62bfff55_images.jpg
25503,Girls,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,Doodle Kids Girls Polka Dot Black Dress,fashion-product-images-dataset/fashion-dataset/images/25503.jpg,http://assets.myntassets.com/v1/images/style/properties/f099bd68b6da608dea6d51c2824833de_images.jpg
27614,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Scullers Men Beige Trousers,fashion-product-images-dataset/fashion-dataset/images/27614.jpg,http://assets.myntassets.com/v1/images/style/properties/40b830e01b25eee921ea6c1ba16f1629_images.jpg
29727,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women Leatherette Light Green Handbag,fashion-product-images-dataset/fashion-dataset/images/29727.jpg,http://assets.myntassets.com/v1/images/style/properties/157acd553ac1594b65e8308d985c364f_images.jpg
27954,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Jockey Men Pack of 5 Black Briefs SP 02,fashion-product-images-dataset/fashion-dataset/images/27954.jpg,http://assets.myntassets.com/assets/images/27954/2018/11/2/a4dbcb75-fed4-484d-841d-3417959e70d71541162850990-Jockey-Men-Pack-of-5-Black-Briefs-SP-02-4221541162850935-1.jpg
43565,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Puma Unisex Black Echo Backpack,fashion-product-images-dataset/fashion-dataset/images/43565.jpg,http://assets.myntassets.com/v1/images/style/properties/1c2a55945f5cddbdd037ca730ff50029_images.jpg
27604,Men,Apparel,Bottomwear,Trousers,Khaki,Summer,2012.0,Casual,Scullers Men  Khaki Trouser,fashion-product-images-dataset/fashion-dataset/images/27604.jpg,http://assets.myntassets.com/v1/images/style/properties/b110a126650cf7a270ce36419a38e089_images.jpg
27503,Women,Apparel,Innerwear,Bra,Red,Fall,2015.0,Casual,Jockey Signature Stretch Red Bra SS 12,fashion-product-images-dataset/fashion-dataset/images/27503.jpg,http://assets.myntassets.com/assets/images/27503/2016/2/4/11454572133829-Jockey-Red-Soft-Cup-Bra-SS12-7531454572133707-1.jpg
25663,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Fastrack Women Pink Dial Watch,fashion-product-images-dataset/fashion-dataset/images/25663.jpg,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Women-Pink-Dial-Watch_7822025c7ac376b018a17dc02d33bfcd_images.jpg
43870,Women,Accessories,Jewellery,Earrings,White,Summer,2012.0,Casual,Royal Diadem White Earrings,fashion-product-images-dataset/fashion-dataset/images/43870.jpg,http://assets.myntassets.com/v1/images/style/properties/6b6e9bf82b63f1896c56b8c872056f32_images.jpg
8835,Men,Apparel,Bottomwear,Trousers,Green,Summer,2011.0,Formal,Scullers Men Scul Green Trousers,fashion-product-images-dataset/fashion-dataset/images/8835.jpg,http://assets.myntassets.com/v1/images/style/properties/6d41fb2d7e5dbb65e804853811144c3d_images.jpg
21241,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,Manchester United Men Deo,fashion-product-images-dataset/fashion-dataset/images/21241.jpg,http://assets.myntassets.com/v1/images/style/properties/5c133f150c0bdd4c7b30ef89241d9f03_images.jpg
52235,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Men Dark Blue Jeans,fashion-product-images-dataset/fashion-dataset/images/52235.jpg,http://assets.myntassets.com/v1/images/style/properties/Pepe-Jeans-Men-Dark-Blue-Jeans_688696aa2375a9d6f9fd1495f4a5119e_images.jpg
37847,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Hidekraft Men Black Card Holder,fashion-product-images-dataset/fashion-dataset/images/37847.jpg,http://assets.myntassets.com/v1/images/style/properties/7a0207fd85cbe10d5581e3760491dfff_images.jpg
21711,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fossil Men Grey Dial Watch ME1098,fashion-product-images-dataset/fashion-dataset/images/21711.jpg,http://assets.myntassets.com/v1/images/style/properties/47e1e6f9105396f0e276bcbb798907f2_images.jpg
56914,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Heels,fashion-product-images-dataset/fashion-dataset/images/56914.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_25f3c0195f7125ad66fd2b2a369dd3c3_images.jpg
22881,Men,Footwear,Sandal,Sports Sandals,Khaki,Winter,2015.0,Casual,Woodland Men Khaki Sports Sandals,fashion-product-images-dataset/fashion-dataset/images/22881.jpg,http://assets.myntassets.com/v1/images/style/properties/Woodland-Men-Khaki-Casual-Sandals_154ab0858e9869af191338ef7bda29d5_images.jpg
9078,Men,Apparel,Bottomwear,Track Pants,Black,Spring,2013.0,Sports,ADIDAS Men Crkt Col Pant Black Trackpant,fashion-product-images-dataset/fashion-dataset/images/9078.jpg,http://assets.myntassets.com/v1/images/style/properties/dae4ea9e0af17b44657c4f007183c90a_images.jpg
